file,channels,labels
257501C01.mat,19,"FCz,Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257501L01.mat,19,"FCz,Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257601A01.mat,19,"FCz,Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257601C01.mat,19,"FCz,Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257601L01.mat,19,"FCz,Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257701A01.mat,12,"Cz,CPz,T8,P8,O2,C4,CP4,T7,P7,O1,C3,CP3"
257701C01.mat,12,"Cz,CPz,T8,P8,O2,C4,CP4,T7,P7,O1,C3,CP3"
257701L01.mat,12,"Cz,CPz,T8,P8,O2,C4,CP4,T7,P7,O1,C3,CP3"
257801A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257801C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257801L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257901A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257901C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
257901L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258001A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258001C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258001L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258101A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258101C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258101L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258201A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258201C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258201L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258301A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258301C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258301L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258401A01.mat,16,"Cz,CPz,F8,T8,P8,O2,F4,C4,CP4,F7,T7,P7,O1,F3,C3,CP3"
258401C01.mat,16,"Cz,CPz,F8,T8,P8,O2,F4,C4,CP4,F7,T7,P7,O1,F3,C3,CP3"
258401L01.mat,16,"Cz,CPz,F8,T8,P8,O2,F4,C4,CP4,F7,T7,P7,O1,F3,C3,CP3"
258601A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258601C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258601L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258701A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258701C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258701L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258801A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258801C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258801L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258901A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258901C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
258901L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259001A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259001C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259001L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259101A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259101C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259101L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259201A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259201C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259201L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259301A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259301C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259301L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259401A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259401C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259401L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259501A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259501C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259501L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259601A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259601C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259601L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259701A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259701C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259701L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259801A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259801C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259801L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259901A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259901C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
259901L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260201L01.mat,19,"FCz,Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260301A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260301C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260301L01.mat,19,"FCz,Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260401A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260401C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260401L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260501A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260501C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260501L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260601A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260601C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260601L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260701A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260701C02.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260701L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260801A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260801C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260801L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260901A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260901C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
260901L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261001A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261001C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261001L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261101A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261101C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261101L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261201A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261201C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261201L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261301A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261301C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261301L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261401A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261401C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261401L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261501A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261501C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261501L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261601A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261601C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261601L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261701A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261701C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261701L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261801A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261801C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261801L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261901A01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261901C01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
261901L01.mat,18,"Cz,CPz,F8,T8,TP10,P8,O2,F4,C4,CP4,F7,T7,TP9,P7,O1,F3,C3,CP3"
