window_idx,start_sec,end_sec,n_beats,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50
74,4440.0,4500.0,118,510.017094017094,30.923148038094574,13.623002859008425,0.8547008547008548
75,4500.0,4560.0,123,488.5081967213115,36.27859280477766,19.732089902005477,2.459016393442623
76,4560.0,4620.0,122,492.8264462809917,21.27074582846529,20.642189806316576,4.958677685950414
77,4620.0,4680.0,119,501.6949152542373,27.813330283260722,8.795880931863582,0.0
78,4680.0,4740.0,121,496.76666666666665,23.233102048851013,7.96631563986449,0.0
79,4740.0,4800.0,120,501.88235294117646,17.90614725927906,7.824342718915809,0.0
80,4800.0,4860.0,126,476.512,61.30405659366034,80.96773550957435,14.399999999999999
81,4860.0,4920.0,123,485.6393442622951,109.84888685538924,128.92114317296753,18.0327868852459
82,4920.0,4980.0,120,498.70588235294116,26.909248911277565,11.57876490003012,0.8403361344537815
83,4980.0,5040.0,119,506.2542372881356,34.0141213612435,34.86383770452099,3.389830508474576
84,5040.0,5100.0,129,465.84375,69.10250716191847,99.28040302696625,10.9375
85,5100.0,5160.0,115,520.0877192982456,158.44764420477952,209.33100350055332,21.052631578947366
86,5160.0,5220.0,118,507.70940170940173,45.63820613391505,62.307081570180316,3.418803418803419
87,5220.0,5280.0,121,498.0,22.97093523447007,16.288367762601258,2.5
88,5280.0,5340.0,126,475.744,105.39632606683732,139.99850229613634,24.8
89,5340.0,5400.0,126,475.216,78.63713971105183,117.11849527501569,11.200000000000001
90,5400.0,5460.0,124,484.3089430894309,17.70622289483708,13.723260139356793,0.8130081300813009
91,5460.0,5520.0,122,489.900826446281,17.951511059275617,11.351945501396079,1.6528925619834711
92,5520.0,5580.0,120,499.4957983193277,17.35417399583236,8.28517156108491,0.0
93,5580.0,5640.0,119,504.271186440678,15.49174636436881,16.071421788087022,2.5423728813559325
94,5640.0,5700.0,119,505.4406779661017,13.255892012260322,7.732714387255732,0.0
95,5700.0,5760.0,117,512.2586206896551,18.134819110427216,10.967144608765091,0.0
96,5760.0,5820.0,119,506.08474576271186,13.264937570084141,8.70013262498381,0.0
97,5820.0,5880.0,120,498.6218487394958,17.777814967756125,8.098964152222372,0.0
98,5880.0,5940.0,118,508.2393162393162,14.005325078802121,7.993531867962868,0.0
99,5940.0,6000.0,118,508.1880341880342,20.397739742910503,13.349415588396525,1.7094017094017095
100,6000.0,6060.0,118,507.7264957264957,17.09588775499673,7.770412495152853,0.0
101,6060.0,6120.0,122,493.22314049586777,80.54413775515734,89.52355369770945,8.264462809917356
102,6120.0,6180.0,126,474.688,44.44431383493354,36.735321843802346,2.4
103,6180.0,6240.0,129,463.8125,108.52292112475051,145.10045393548384,23.4375
104,6240.0,6300.0,111,541.709090909091,201.46305898794608,269.6213450837501,58.18181818181818
105,6300.0,6360.0,124,485.349593495935,145.6038857198483,165.6381598545456,31.70731707317073
106,6360.0,6420.0,114,524.637168141593,284.43079317506164,309.09158374639895,41.5929203539823
107,6420.0,6480.0,138,435.2554744525547,17.3357965243462,20.05213792327685,4.37956204379562
108,6480.0,6540.0,132,456.9770992366412,13.143858260890676,5.477225575051661,0.0
109,6540.0,6600.0,129,461.640625,10.494643834480446,5.14054441186862,0.0
110,6600.0,6660.0,128,469.00787401574803,15.374425302456915,15.619483153044916,2.3622047244094486
111,6660.0,6720.0,128,471.6062992125984,16.314448499605167,18.675168132092004,4.724409448818897
112,6720.0,6780.0,126,474.96,15.329920143722315,14.851957620505464,2.4
113,6780.0,6840.0,126,474.016,15.154039171976772,6.669623000420784,0.0
114,6840.0,6900.0,129,465.4375,21.511304480957005,26.17145165805221,7.8125
115,6900.0,6960.0,122,494.297520661157,25.490731854309708,9.17423929634859,0.0
116,6960.0,7020.0,122,490.59504132231405,18.492601454093606,19.03943276465977,2.479338842975207
117,7020.0,7080.0,124,483.2520325203252,142.03679928945309,134.318193291826,16.260162601626014
118,7080.0,7140.0,131,461.0615384615385,78.91834204285517,100.28764830775908,22.30769230769231
119,7140.0,7200.0,127,471.9047619047619,189.1454225117353,246.51666069456644,26.190476190476193
120,7200.0,7260.0,125,477.5967741935484,26.90782802497756,38.63567583405875,8.870967741935484
121,7260.0,7320.0,130,464.04651162790697,98.28799046560796,142.41433828796875,26.356589147286826
122,7320.0,7380.0,124,481.5121951219512,45.40263693029195,63.935931045762715,16.260162601626014
123,7380.0,7440.0,125,482.7096774193548,20.25880284167904,25.030063224863223,8.064516129032258
124,7440.0,7500.0,125,480.30645161290323,17.400204381266178,20.51689765610031,4.838709677419355
125,7500.0,7560.0,120,498.0840336134454,34.53163124547458,26.266560555006635,4.201680672268908
126,7560.0,7620.0,120,499.66386554621846,17.36608681803703,12.954941469361268,0.8403361344537815
127,7620.0,7680.0,121,497.1666666666667,26.68910120722127,32.12527997458354,3.3333333333333335
128,7680.0,7740.0,125,481.80645161290323,15.538924332797425,6.956309646819858,0.0
129,7740.0,7800.0,123,486.60655737704917,22.37307907707928,16.766751830397823,3.278688524590164
130,7800.0,7860.0,124,482.0,15.826932844954152,6.22791178854531,0.0
131,7860.0,7920.0,122,494.57851239669424,22.295646834496527,9.395034149308168,0.0
132,7920.0,7980.0,125,476.93548387096774,15.632851554705079,7.993900113485923,0.0
133,7980.0,8040.0,124,484.7642276422764,9.354652827418276,5.920234820331779,0.0
134,8040.0,8100.0,124,485.2032520325203,11.764742651901363,6.596074341705942,0.0
135,8100.0,8160.0,115,521.9298245614035,83.48172597431348,29.59071846828033,7.894736842105263
136,8160.0,8220.0,117,513.6379310344828,20.775569495348908,10.57314070405885,0.0
137,8220.0,8280.0,124,481.7560975609756,19.703682548133404,14.178025019114015,3.2520325203252036
138,8280.0,8340.0,122,492.0,13.125039682479695,7.525512164187454,0.0
139,8340.0,8400.0,124,484.6178861788618,16.077945552838937,6.750834799623176,0.0
140,8400.0,8460.0,122,492.6115702479339,12.071572599035061,7.503332592921628,0.0
141,8460.0,8520.0,119,502.93220338983053,11.904699074770564,6.421119001448987,0.0
142,8520.0,8580.0,120,499.34453781512605,15.180516602489952,7.334617247647727,0.0
143,8580.0,8640.0,120,498.3193277310924,9.190943196014217,7.1993408361166145,0.0
144,8640.0,8700.0,128,469.1496062992126,24.90301146452974,6.200358412579424,0.0
145,8700.0,8760.0,122,491.91735537190084,27.665136537062768,10.306955580254208,0.0
146,8760.0,8820.0,124,485.1707317073171,26.58968964395514,6.704537245189346,0.0
147,8820.0,8880.0,119,503.3220338983051,25.953568453798805,9.5254943564648,0.0
148,8880.0,8940.0,124,483.7235772357724,21.30854550851976,6.15643073089126,0.0
149,8940.0,9000.0,122,491.27272727272725,8.115828156551041,6.137317546507322,0.0
150,9000.0,9060.0,121,495.51666666666665,16.891140999284303,21.798928352350817,2.5
151,9060.0,9120.0,121,498.8333333333333,10.173563808234757,6.688758913155663,0.0
152,9120.0,9180.0,122,489.3223140495868,14.522519797446227,5.904800307094785,0.0
153,9180.0,9240.0,121,497.6666666666667,30.70962768405044,30.69338745745483,4.166666666666666
154,9240.0,9300.0,131,458.5692307692308,30.344006588415535,18.898340848384162,3.8461538461538463
155,9300.0,9360.0,126,476.016,40.98661937439993,44.67264444030958,8.0
156,9360.0,9420.0,125,479.93548387096774,59.4844711491499,77.76052460594559,19.35483870967742
157,9420.0,9480.0,122,490.87603305785126,62.90728233518675,35.656696425776744,8.264462809917356
158,9480.0,9540.0,130,461.5348837209302,82.47329553706572,115.93694406874799,10.077519379844961
159,9540.0,9600.0,124,483.0731707317073,41.19548971247871,54.051584347656295,1.6260162601626018
160,9600.0,9660.0,128,472.01574803149606,19.682392522965074,19.914101249401856,2.3622047244094486
161,9660.0,9720.0,121,493.3,16.245283737056702,7.266823424927541,0.0
162,9720.0,9780.0,129,466.671875,42.1622492965927,46.62904370170413,8.59375
163,9780.0,9840.0,132,454.8854961832061,30.941294593117178,47.954144763513405,12.977099236641221
164,9840.0,9900.0,128,466.31496062992125,27.509796462121027,28.907076082147213,8.661417322834646
165,9900.0,9960.0,124,485.3333333333333,18.010318839472376,6.741114370103779,0.0
166,9960.0,10020.0,111,539.1454545454545,248.99953341261454,302.0179835462138,40.0
167,10020.0,10080.0,122,489.68595041322317,147.47384135600973,200.26832001092933,32.231404958677686
168,10080.0,10140.0,125,480.5483870967742,16.917472969871596,6.474465166096105,0.0
169,10140.0,10200.0,124,482.8455284552846,17.669104516968613,6.618404542525683,0.0
170,10200.0,10260.0,122,494.9586776859504,18.219219107952494,7.339391437078872,0.0
171,10260.0,10320.0,119,502.6949152542373,15.65084223974127,9.757749495333195,0.0
172,10320.0,10380.0,123,486.6885245901639,18.505787331192487,6.510005014533875,0.0
173,10380.0,10440.0,121,496.4,10.514815478067845,5.506298914070361,0.0
174,10440.0,10500.0,122,491.1735537190083,11.803020578048663,5.192943930629972,0.0
175,10500.0,10560.0,121,496.6333333333333,11.319599521773432,6.628180226068366,0.0
176,10560.0,10620.0,121,497.1333333333333,17.689636776930154,6.74131872494251,0.0
177,10620.0,10680.0,118,508.5128205128205,17.441832089298984,7.763753091705423,0.0
178,10680.0,10740.0,114,524.9203539823009,17.68380089684602,9.505637425083226,0.0
179,10740.0,10800.0,114,526.6902654867257,27.295695515573282,9.750457864707101,0.0
180,10800.0,10860.0,115,518.9298245614035,15.770881254519994,8.083633634904716,0.0
181,10860.0,10920.0,120,503.5966386554622,18.184701769237794,8.866237617587599,0.0
182,10920.0,10980.0,118,506.1880341880342,18.728519476774576,7.687876707899397,0.0
183,10980.0,11040.0,118,508.5128205128205,19.513309067639728,7.487921308162992,0.0
184,11040.0,11100.0,120,499.3613445378151,27.64292016891547,25.499750746538545,2.5210084033613445
185,11100.0,11160.0,120,502.4033613445378,21.146109682570614,8.77399856664324,0.0
186,11160.0,11220.0,122,489.9669421487603,21.52825038730022,7.852812659593164,0.0
187,11220.0,11280.0,121,494.56666666666666,18.216592922472664,8.463465726334594,0.0
188,11280.0,11340.0,123,489.62295081967216,17.902088095047755,12.542819222550676,1.639344262295082
189,11340.0,11400.0,121,494.0833333333333,15.225798171918239,6.058537971568815,0.0
190,11400.0,11460.0,122,491.91735537190084,25.545249648698388,27.224376332005598,2.479338842975207
191,11460.0,11520.0,123,490.8196721311475,10.884074645248862,6.293115745409739,0.0
192,11520.0,11580.0,122,491.8181818181818,15.599145275730121,6.26631204670392,0.0
193,11580.0,11640.0,122,490.08264462809916,15.371828549253937,9.259229629582222,0.8264462809917356
194,11640.0,11700.0,122,490.495867768595,19.57086438516115,7.014271166700073,0.0
195,11700.0,11760.0,121,487.98333333333335,255.58034087984484,332.68235032608413,8.333333333333332
196,11760.0,11820.0,112,532.1261261261261,282.24609239962325,359.4941901161585,36.03603603603604
197,11820.0,11880.0,121,495.3833333333333,23.612837746500887,14.095711249534451,0.0
198,11880.0,11940.0,122,493.3223140495868,18.30583462361707,10.855106325289187,0.0
199,11940.0,12000.0,125,480.80645161290323,48.10754845344846,64.2786110412972,11.29032258064516
200,12000.0,12060.0,126,475.568,142.46008699666297,140.24379694177267,23.200000000000003
201,12060.0,12120.0,116,510.3478260869565,105.60577498482235,132.44369873019,15.65217391304348
202,12120.0,12180.0,119,506.4237288135593,65.73599188201356,66.028483882039,11.864406779661017
203,12180.0,12240.0,122,492.6776859504132,87.3184034512039,105.38658991225276,12.396694214876034
204,12240.0,12300.0,118,506.8888888888889,72.06770975459142,103.19382499569137,5.128205128205128
205,12300.0,12360.0,119,503.6101694915254,12.11979654726495,6.8712207950025315,0.0
206,12360.0,12420.0,120,500.52100840336135,8.090430358224754,6.747253050598707,0.0
207,12420.0,12480.0,120,502.6890756302521,16.015748551993205,7.1402416518950975,0.0
208,12480.0,12540.0,119,499.79661016949154,12.08344160661227,7.844645405527362,0.0
209,12540.0,12600.0,119,504.9830508474576,14.090660694868262,7.501566787911994,0.0
210,12600.0,12660.0,118,509.8119658119658,7.066106111928124,7.852080769693668,0.0
211,12660.0,12720.0,116,505.09565217391304,7.787725286700453,7.3841936451770875,0.0
217,13020.0,13080.0,57,488.10714285714283,6.047324190923608,3.3466401061363023,0.0
218,13080.0,13140.0,115,524.8421052631579,75.907673186747,40.65133421489789,7.894736842105263
219,13140.0,13200.0,124,482.1138211382114,12.464509125442445,6.89975053005898,0.0
220,13200.0,13260.0,121,496.1333333333333,9.036744164688919,6.461261421708912,0.0
221,13260.0,13320.0,119,503.9830508474576,9.48050906603852,7.829377069674528,0.0
222,13320.0,13380.0,121,497.03333333333336,6.254992403831422,4.980634767685303,0.0
223,13380.0,13440.0,122,491.3388429752066,11.061610581200991,9.520154060378085,0.8264462809917356
224,13440.0,13500.0,119,501.91525423728814,7.411675094915369,5.336537499037412,0.0
225,13500.0,13560.0,123,488.04918032786884,12.550626377320011,4.275627642292672,0.0
226,13560.0,13620.0,123,489.9836065573771,10.01320087903581,4.061510527943396,0.0
227,13620.0,13680.0,123,485.8196721311475,10.71032281341915,4.317942577104697,0.0
228,13680.0,13740.0,122,493.2892561983471,6.742202924525639,4.864839839775475,0.0
229,13740.0,13800.0,124,484.8617886178862,8.80789995927839,4.117137315190149,0.0
230,13800.0,13860.0,121,494.53333333333336,9.32596748159606,4.594479698233413,0.0
231,13860.0,13920.0,127,474.06349206349205,11.18552352408847,3.967870965643918,0.0
232,13920.0,13980.0,127,471.1587301587302,9.101571467312839,4.500666617291265,0.0
233,13980.0,14040.0,125,481.2903225806452,21.527359862726396,7.951069877388951,0.0
234,14040.0,14100.0,128,468.7716535433071,9.237766665075503,4.496912521077347,0.0
235,14100.0,14160.0,130,459.4418604651163,21.299907194906456,5.5929643302992735,0.0
236,14160.0,14220.0,129,466.5,15.825823609322386,6.2720477259955025,0.0
237,14220.0,14280.0,137,435.94117647058823,13.129421135236893,5.181162460726786,0.0
238,14280.0,14340.0,128,470.0,26.27812174680075,18.484656872188342,2.3622047244094486
239,14340.0,14400.0,144,417.9160839160839,16.46143444517848,21.87609152206331,4.195804195804196
240,14400.0,14460.0,148,403.08843537414964,17.459512919059193,19.348285825456518,4.761904761904762
241,14460.0,14520.0,139,433.6231884057971,16.59399368013062,5.230455451829854,0.0
242,14520.0,14580.0,135,444.55223880597015,79.83983658693357,111.17459005404162,9.701492537313433
243,14580.0,14640.0,135,443.44776119402985,169.3368563981264,229.23468619164828,32.83582089552239
244,14640.0,14700.0,108,558.1495327102804,359.86210156948454,406.04163742251205,51.4018691588785
245,14700.0,14760.0,156,384.94193548387096,39.83166506291349,46.824069734416575,3.225806451612903
246,14760.0,14820.0,140,426.1870503597122,20.84851099723415,6.778054955922625,0.0
247,14820.0,14880.0,136,439.2,28.876680670865966,36.590105505389324,8.148148148148149
248,14880.0,14940.0,142,423.4609929078014,150.83877474833358,210.43085053561623,24.113475177304963
249,14940.0,15000.0,148,404.44897959183675,106.96864113985835,147.14665129149685,24.489795918367346
250,15000.0,15060.0,103,580.843137254902,346.37728371706,435.16256209093234,57.84313725490197
251,15060.0,15120.0,113,535.1071428571429,352.204469615291,459.56908919959767,54.46428571428571
252,15120.0,15180.0,123,487.655737704918,297.1674200603409,384.66041694413576,46.72131147540984
253,15180.0,15240.0,147,404.013698630137,174.43987152188177,236.10815756547998,34.93150684931507
254,15240.0,15300.0,134,446.406015037594,29.110822103561876,16.547452426829388,1.5037593984962405
255,15300.0,15360.0,127,472.93650793650795,56.774465532560825,65.19558267244798,5.555555555555555
256,15360.0,15420.0,130,459.6279069767442,40.388556115764764,47.20599802991141,5.426356589147287
257,15420.0,15480.0,132,449.587786259542,102.07349314843299,107.10426264590535,19.84732824427481
258,15480.0,15540.0,137,440.0735294117647,130.8217691904434,179.60103934368902,29.411764705882355
259,15540.0,15600.0,131,456.18461538461537,28.11653066013928,36.956290964603916,2.307692307692308
260,15600.0,15660.0,131,460.0615384615385,13.056676599209261,5.14894434879391,0.0
261,15660.0,15720.0,125,478.51612903225805,12.302081171653317,7.294055938400824,0.0
262,15720.0,15780.0,127,474.3968253968254,16.51379029300269,8.00599775168592,0.0
263,15780.0,15840.0,127,472.1746031746032,14.221155713980135,6.092618484691126,0.0
264,15840.0,15900.0,128,466.74015748031496,15.366017235747488,5.776251324611782,0.0
265,15900.0,15960.0,128,469.40157480314963,14.225653020143533,5.721027768693203,0.0
266,15960.0,16020.0,131,458.2923076923077,12.1950848873006,4.454768371117636,0.0
267,16020.0,16080.0,128,469.93700787401576,13.983974973357647,4.760952285695233,0.0
268,16080.0,16140.0,127,470.3809523809524,17.04152910644213,24.133627990834697,7.142857142857142
269,16140.0,16200.0,126,477.84,13.663230619723212,5.665401503295983,0.0
270,16200.0,16260.0,128,466.20472440944883,17.135935777281894,14.320592343871992,2.3622047244094486
271,16260.0,16320.0,123,487.62295081967216,32.75587837442626,37.27184034421467,2.459016393442623
272,16320.0,16380.0,127,473.58730158730157,13.085118167610007,5.579964157590979,0.0
273,16380.0,16440.0,128,467.6377952755906,15.203210443818277,6.754187413675136,0.0
274,16440.0,16500.0,126,475.744,13.783992586072557,4.9935442193864406,0.0
275,16500.0,16560.0,124,486.390243902439,14.849316452966846,5.453228852526986,0.0
276,16560.0,16620.0,123,486.327868852459,8.65256148282479,4.902352277350095,0.0
277,16620.0,16680.0,123,489.2295081967213,6.4715357499392825,5.136162506118376,0.0
278,16680.0,16740.0,122,490.11570247933884,7.290621924368122,5.615454864330523,0.0
279,16740.0,16800.0,122,492.0,6.465291950097845,6.247666230948427,0.0
280,16800.0,16860.0,121,495.25,7.4340235325396264,6.135719910778963,0.0
281,16860.0,16920.0,124,483.1544715447154,10.739869431942237,5.105445501667,0.0
282,16920.0,16980.0,123,490.0327868852459,8.110736101178922,5.871911004347325,0.0
283,16980.0,17040.0,121,493.4166666666667,6.847171204329607,5.9662918681088835,0.0
284,17040.0,17100.0,122,495.43801652892563,7.71674862661673,5.665686189686118,0.0
285,17100.0,17160.0,121,494.43333333333334,9.88737700756049,6.1521329224748,0.0
286,17160.0,17220.0,121,494.26666666666665,8.091632085304026,5.120399144105661,0.0
287,17220.0,17280.0,122,491.45454545454544,7.307530362578043,4.875106836436168,0.0
288,17280.0,17340.0,122,493.20661157024796,8.404281999246875,5.059644256269407,0.0
289,17340.0,17400.0,123,487.9836065573771,15.321342326535843,6.3662332363678535,0.0
290,17400.0,17460.0,123,486.8032786885246,8.57310742843819,5.653931565624077,0.0
291,17460.0,17520.0,124,485.0731707317073,7.614880526825411,5.368395675725434,0.0
292,17520.0,17580.0,121,494.0,6.937899810570387,5.518494496926226,0.0
293,17580.0,17640.0,120,502.4873949579832,16.424385315339933,7.575607599953589,0.0
294,17640.0,17700.0,124,485.0894308943089,5.7900538377424215,4.326813085333112,0.0
295,17700.0,17760.0,124,483.9349593495935,8.052837639969592,4.89228231294027,0.0
296,17760.0,17820.0,122,488.89256198347107,7.814304887931025,5.128352561983234,0.0
297,17820.0,17880.0,124,485.0406504065041,7.798064465594621,4.858657981073496,0.0
298,17880.0,17940.0,109,552.0185185185185,102.82713753969391,15.038890394542591,2.7777777777777777
299,17940.0,18000.0,90,665.5730337078652,91.73205641239369,44.33703561665718,15.730337078651685
300,18000.0,18060.0,122,492.6280991735537,36.30246369770812,13.411437904515186,0.0
301,18060.0,18120.0,128,467.4803149606299,10.750304826760331,6.8289765437377685,0.0
302,18120.0,18180.0,126,478.144,11.753313877233694,5.518298007830476,0.0
303,18180.0,18240.0,126,465.904,18.8112114819688,3.364904254976847,0.0
314,18840.0,18900.0,80,362.9873417721519,6.986238617648262,2.5012817227194253,0.0
315,18900.0,18960.0,147,407.027397260274,175.71234114432716,207.52452285502767,19.863013698630137
316,18960.0,19020.0,163,368.2345679012346,130.1674766035667,165.80509398853397,16.049382716049383
317,19020.0,19080.0,129,463.984375,221.42693945795423,306.88498448243996,57.03125
318,19080.0,19140.0,157,383.46153846153845,75.45110654528659,99.70498418317784,5.128205128205128
319,19140.0,19200.0,126,476.192,27.53698275691871,11.958260743101398,0.0
320,19200.0,19260.0,118,509.008547008547,36.20213742177524,14.664054103781147,0.0
321,19260.0,19320.0,120,499.3109243697479,35.768025655713664,20.688980117567052,2.5210084033613445
322,19320.0,19380.0,133,450.969696969697,27.784871328056067,8.546237063113292,0.0
323,19380.0,19440.0,123,485.655737704918,25.967166328601284,8.966420367954875,0.0
324,19440.0,19500.0,126,478.288,26.054166900962805,5.544541052591366,0.0
325,19500.0,19560.0,122,491.7685950413223,37.20769641050502,9.007404361597926,0.0
326,19560.0,19620.0,124,482.6666666666667,28.956345511048024,9.615561158530616,0.0
327,19620.0,19680.0,126,477.936,17.68895408932347,5.792096951603469,0.0
328,19680.0,19740.0,125,477.64516129032256,22.29302036253372,6.15253269284978,0.0
329,19740.0,19800.0,126,479.248,15.457880337100848,5.165018814567737,0.0
330,19800.0,19860.0,126,476.112,27.875650144305908,29.914393989214215,2.4
331,19860.0,19920.0,120,496.7563025210084,32.40212547604451,9.878928096660237,0.0
332,19920.0,19980.0,125,481.69354838709677,32.00512596631344,8.238320138182722,0.0
333,19980.0,20040.0,120,497.8151260504202,21.85311767950937,8.930997249154586,0.0
334,20040.0,20100.0,132,457.51145038167937,22.94219036294142,14.088729811175586,2.2900763358778624
335,20100.0,20160.0,123,487.8032786885246,25.03473268083823,9.71154208078083,0.0
336,20160.0,20220.0,126,474.8,14.210400552798214,14.411017290768848,2.4
337,20220.0,20280.0,127,474.44444444444446,18.19167086578055,5.922161767462959,0.0
